학교명,학교급_구분,시도교육청,교육지원청,지역,위도,경도,주소내역,폐교여부,폐교연도,시도,행정구,학교급,전체학생수,편성학급수,교원1인당학생수,공간유휴화지수,학교코드_KEDI,전체교원수,총교실수,동일생활권_대체학교수
성수공업고등학교,고등학교,서울특별시교육청,서울특별시교육청,서울특별시 성동구,37.5407923182,127.0514159054,서울특별시 성동구 성수동2가,1,2024.0,서울,성동구,고등학교,0,0,0.0,0.0,K010000592,0,0,0
도선고등학교,고등학교,서울특별시교육청,서울특별시교육청,서울특별시 성동구,37.5666410155,127.0271249213,서울특별시 성동구 하왕십리동,1,,서울,성동구,고등학교,0,0,0.0,0.0,K010006382,0,0,0
영월고등학교,고등학교,강원특별자치도교육청,강원특별자치도교육청,강원특별자치도 영월군,37.1911654762,128.4718609849,강원특별자치도 영월군 영월읍 영흥리 716-1,1,,강원,영월군,고등학교,0,0,0.0,0.0,K100000460,0,0,0
가평초등학교,초등학교,강원특별자치도교육청,강원특별자치도평창교육지원청,강원특별자치도 평창군,37.4476633052,128.4825450467,강원특별자치도 평창군 대화면 하안미리,1,2020.0,강원,평창군,초등학교,0,0,0.0,0.0,K100002035,0,0,0
영월초등학교연하분교장,초등학교,강원특별자치도교육청,강원특별자치도영월교육지원청,강원특별자치도 영월군,37.1891501994,128.5487956264,강원특별자치도 영월군 영월읍 연하리,1,2023.0,강원,영월군,초등학교,0,0,0.0,0.0,K100001226,0,0,0
옥동초등학교,초등학교,강원특별자치도교육청,강원특별자치도영월교육지원청,강원특별자치도 영월군,37.1300593506,128.5700188607,강원도 영월군 김삿갓면 옥동리,1,,강원,영월군,초등학교,0,0,0.0,0.0,K100001233,0,0,0
청령포초등학교,초등학교,강원특별자치도교육청,강원특별자치도영월교육지원청,강원특별자치도 영월군,37.1807527986,128.4414635237,강원도 영월군 영월읍 방절리,1,,강원,영월군,초등학교,0,0,0.0,0.0,K100001259,0,0,0
쌍룡초등학교토교분교장,초등학교,강원특별자치도교육청,강원특별자치도영월교육지원청,강원특별자치도 영월군,37.1598188233,128.3090864218,강원특별자치도 영월군 남면 토교리,1,2021.0,강원,영월군,초등학교,0,0,0.0,0.0,K100001261,0,0,0
마차초등학교공기분교장,초등학교,강원특별자치도교육청,강원특별자치도영월교육지원청,강원특별자치도 영월군,37.3091779164,128.4348480068,강원특별자치도 영월군 북면 공기리,1,2020.0,강원,영월군,초등학교,0,0,0.0,0.0,K100003624,0,0,0
신천중학교,중학교,강원특별자치도교육청,강원특별자치도영월교육지원청,강원특별자치도 영월군,37.230786734,128.3346949538,강원특별자치도 영월군 한반도면 신천리,1,2022.0,강원,영월군,중학교,0,0,0.0,0.0,K100001147,0,0,0
봉래초등학교문산분교장,초등학교,강원특별자치도교육청,강원특별자치도영월교육지원청,강원특별자치도 영월군,37.2691307651,128.5263275502,강원특별자치도 영월군 영월읍 문산리,1,2014.0,강원,영월군,초등학교,0,0,0.0,0.0,K100001199,0,0,0
봉래초등학교거운분교장,초등학교,강원특별자치도교육청,강원특별자치도영월교육지원청,강원특별자치도 영월군,37.2360575329,128.5117190457,강원특별자치도 영월군 영월읍 거운리,1,2022.0,강원,영월군,초등학교,0,0,0.0,0.0,K100001204,0,0,0
쌍룡초등학교,초등학교,강원특별자치도교육청,강원특별자치도영월교육지원청,강원특별자치도 영월군,37.1778992908,128.3192170739,강원특별자치도 영월군 한반도면 쌍용리,1,,강원,영월군,초등학교,0,0,0.0,0.0,K100001214,0,0,0
마차초등학교연덕분교장,초등학교,강원특별자치도교육청,강원특별자치도영월교육지원청,강원특별자치도 영월군,37.2880229313,128.426834682,강원특별자치도 영월군 북면 연덕리,1,2018.0,강원,영월군,초등학교,0,0,0.0,0.0,K100001222,0,0,0
공근초등학교광덕분교장,초등학교,강원특별자치도교육청,강원특별자치도횡성교육지원청,강원특별자치도 횡성군,37.5289139163,127.9267590297,강원특별자치도 횡성군 공근면 초원리,1,2012.0,강원,횡성군,초등학교,0,0,0.0,0.0,K100002419,0,0,0
갑천초등학교금성분교장,초등학교,강원특별자치도교육청,강원특별자치도횡성교육지원청,강원특별자치도 횡성군,37.5383167971,128.1622028564,강원특별자치도 횡성군 갑천면 하대리,1,2018.0,강원,횡성군,초등학교,0,0,0.0,0.0,K100002426,0,0,0
횡성초등학교당평분교장,초등학교,강원특별자치도교육청,강원특별자치도횡성교육지원청,강원특별자치도 횡성군,37.5665839278,128.040243923,강원특별자치도 횡성군 갑천면 추동리,1,2016.0,강원,횡성군,초등학교,0,0,0.0,0.0,K100002429,0,0,0
둔내초등학교덕성분교장,초등학교,강원특별자치도교육청,강원특별자치도횡성교육지원청,강원특별자치도 횡성군,37.5672015519,128.2264639824,강원특별자치도 횡성군 둔내면 화동리,1,2016.0,강원,횡성군,초등학교,0,0,0.0,0.0,K100002432,0,0,0
청일초등학교신대분교장,초등학교,강원특별자치도교육청,강원특별자치도횡성교육지원청,강원특별자치도 횡성군,37.5925817938,128.2183898512,강원특별자치도 횡성군 청일면 신대리,1,2019.0,강원,횡성군,초등학교,0,0,0.0,0.0,K100002444,0,0,0
유현초등학교,초등학교,강원특별자치도교육청,강원특별자치도횡성교육지원청,강원특별자치도 횡성군,37.5266571661,127.874883105,주소미상,1,,강원,횡성군,초등학교,0,0,0.0,0.0,K100002476,0,0,0
서울신양초등학교,초등학교,서울특별시교육청,서울특별시성동광진교육지원청,서울특별시 광진구,37.5348401338,127.0693787992,서울 광진구 자양3동,1,,서울,광진구,초등학교,0,0,0.0,0.0,K010002181,0,0,0
서울화양초등학교,초등학교,서울특별시교육청,서울특별시성동광진교육지원청,서울특별시 광진구,37.5443969287,127.0710804778,서울특별시 광진구 화양동,1,2023.0,서울,광진구,초등학교,0,0,0.0,0.0,K010002195,0,0,0
홍천고등학교,고등학교,강원특별자치도교육청,강원특별자치도교육청,강원특별자치도 홍천군,37.6981581472,127.8910997515,강원특별자치도 홍천군 홍천읍 희망리,1,,강원,홍천군,고등학교,0,0,0.0,0.0,K100000530,0,0,0
강원생활과학고등학교,고등학교,강원특별자치도교육청,강원특별자치도교육청,강원특별자치도 홍천군,37.6076812869,127.7704561239,강원도 홍천군 남면 양덕원리,1,,강원,홍천군,고등학교,0,0,0.0,0.0,K100000533,0,0,0
강림초등학교부곡분교장,초등학교,강원특별자치도교육청,강원특별자치도횡성교육지원청,강원특별자치도 횡성군,37.331601456,128.0864692296,강원특별자치도 횡성군 강림면 부곡2리,1,2011.0,강원,횡성군,초등학교,0,0,0.0,0.0,K100002414,0,0,0
서석초등학교항곡분교장,초등학교,강원특별자치도교육청,강원특별자치도홍천교육지원청,강원특별자치도 홍천군,37.7657069655,128.1773191241,강원특별자치도 홍천군 서석면 수하리,1,2016.0,강원,홍천군,초등학교,0,0,0.0,0.0,K100002275,0,0,0
화계초등학교노일분교장,초등학교,강원특별자치도교육청,강원특별자치도홍천교육지원청,강원특별자치도 홍천군,37.6761368735,127.7477207587,강원특별자치도 홍천군 북방면 노일리,1,2017.0,강원,홍천군,초등학교,0,0,0.0,0.0,K100003092,0,0,0
화계초등학교성동분교장,초등학교,강원특별자치도교육청,강원특별자치도홍천교육지원청,강원특별자치도 홍천군,37.7434014155,127.8777016486,강원특별자치도 홍천군 북방면 성동리,1,,강원,홍천군,초등학교,0,0,0.0,0.0,K100003222,0,0,0
화계초등학교대룡분교장,초등학교,강원특별자치도교육청,강원특별자치도홍천교육지원청,강원특별자치도 홍천군,37.7941333088,127.8655165481,강원특별자치도 홍천군 북방면 북방리,1,2025.0,강원,홍천군,초등학교,0,0,0.0,0.0,K100003468,0,0,0
명덕초등학교,초등학교,강원특별자치도교육청,강원특별자치도홍천교육지원청,강원특별자치도 홍천군,37.6207297889,127.7675857257,강원도 홍천군 남면 양덕원1리,1,,강원,홍천군,초등학교,0,0,0.0,0.0,K100002194,0,0,0
율전초등학교방내분교장,초등학교,강원특별자치도교육청,강원특별자치도홍천교육지원청,강원특별자치도 홍천군,37.8256183493,128.2661799431,강원특별자치도 홍천군 내면 방내리,1,2012.0,강원,홍천군,초등학교,0,0,0.0,0.0,K100002248,0,0,0
주봉초등학교와동분교장,초등학교,강원특별자치도교육청,강원특별자치도홍천교육지원청,강원특별자치도 홍천군,37.7274933683,127.9420277545,강원특별자치도 홍천군 홍천읍 와동리,1,2015.0,강원,홍천군,초등학교,0,0,0.0,0.0,K100002255,0,0,0
철정초등학교,초등학교,강원특별자치도교육청,강원특별자치도홍천교육지원청,강원특별자치도 홍천군,37.8082869353,127.9914772831,강원특별자치도 홍천군 두촌면 철정리,1,2014.0,강원,홍천군,초등학교,0,0,0.0,0.0,K100002263,0,0,0
광진중학교,중학교,서울특별시교육청,서울특별시성동광진교육지원청,서울특별시 광진구,37.5320190145,127.089587144,서울특별시 광진구 자양2동,1,,서울,광진구,중학교,0,0,0.0,0.0,K010002148,0,0,0
동국대학교사범대학부속가람중학교,중학교,서울특별시교육청,서울특별시성동광진교육지원청,서울특별시 광진구,37.5424939227,127.0873411277,서울 광진구 구의1동,1,,서울,광진구,중학교,0,0,0.0,0.0,K010002153,0,0,0
하장고등학교,고등학교,강원특별자치도교육청,강원특별자치도교육청,강원특별자치도 삼척시,37.3525008545,128.9357097251,강원특별자치도 삼척시 하장면 광동리,1,2022.0,강원,삼척시,고등학교,0,0,0.0,0.0,K100000525,0,0,0
내촌초등학교동창분교장,초등학교,강원특별자치도교육청,강원특별자치도홍천교육지원청,강원특별자치도 홍천군,37.7857154884,128.1443031636,강원특별자치도 홍천군 내촌면 물걸리,1,2021.0,강원,홍천군,초등학교,0,0,0.0,0.0,K100002188,0,0,0
근덕초등학교동막분교장,초등학교,강원특별자치도교육청,강원특별자치도삼척교육지원청,강원특별자치도 삼척시,37.3388528007,129.2434235137,강원특별자치도 삼척시 근덕면 동막리,1,2018.0,강원,삼척시,초등학교,0,0,0.0,0.0,K100003070,0,0,0
근덕초등학교마읍분교장,초등학교,강원특별자치도교육청,강원특별자치도삼척교육지원청,강원특별자치도 삼척시,37.2696832291,129.1782580148,강원특별자치도 삼척시 노곡면 중마읍리,1,,강원,삼척시,초등학교,0,0,0.0,0.0,K100003453,0,0,0
도계여자중학교,중학교,강원특별자치도교육청,강원특별자치도삼척교육지원청,강원특별자치도 삼척시,37.2311089772,129.0494561191,강원특별자치도 삼척시 도계읍 도계리,1,2023.0,강원,삼척시,중학교,0,0,0.0,0.0,K100000831,0,0,0
소달중학교,중학교,강원특별자치도교육청,강원특별자치도삼척교육지원청,강원특별자치도 삼척시,37.2771183274,129.06153501,강원특별자치도 삼척시 도계읍 고사리,1,2018.0,강원,삼척시,중학교,0,0,0.0,0.0,K100000838,0,0,0
장호중학교,중학교,강원특별자치도교육청,강원특별자치도삼척교육지원청,강원특별자치도 삼척시,37.2837371845,129.3113650033,강원특별자치도 삼척시 근덕면 장호리,1,2022.0,강원,삼척시,중학교,0,0,0.0,0.0,K100000841,0,0,0
도계초등학교소달분교장,초등학교,강원특별자치도교육청,강원특별자치도삼척교육지원청,강원특별자치도 삼척시,37.2751560204,129.0635095382,강원특별자치도 삼척시 도계읍 고사리,1,2023.0,강원,삼척시,초등학교,0,0,0.0,0.0,K100000902,0,0,0
오저초등학교,초등학교,강원특별자치도교육청,강원특별자치도삼척교육지원청,강원특별자치도 삼척시,37.146696582,129.2066492434,강원특별자치도 삼척시 가곡면 오저리,1,,강원,삼척시,초등학교,0,0,0.0,0.0,K100000919,0,0,0
하장초등학교갈전분교장,초등학교,강원특별자치도교육청,강원특별자치도삼척교육지원청,강원특별자치도 삼척시,37.3831847347,128.8941349278,강원특별자치도 삼척시 하장면 갈전리,1,2011.0,강원,삼척시,초등학교,0,0,0.0,0.0,K100000945,0,0,0
하장초등학교역둔분교장,초등학교,강원특별자치도교육청,강원특별자치도삼척교육지원청,강원특별자치도 삼척시,37.2942369729,128.8812702928,강원특별자치도 삼척시 하장면 역둔리,1,2017.0,강원,삼척시,초등학교,0,0,0.0,0.0,K100000949,0,0,0
근덕초등학교궁촌분교장,초등학교,강원특별자치도교육청,강원특별자치도삼척교육지원청,강원특별자치도 삼척시,37.3201945913,129.2637448705,강원특별자치도 삼척시 근덕면 궁촌리,1,2023.0,강원,삼척시,초등학교,0,0,0.0,0.0,K100000852,0,0,0
